start,end,defense_system,genome,seqid,source,system,class,original,defense_system2
4530495,4532267,RM_Type_IV,GCA_003665495.1,CP030075.1,defensefinder,RM,RM,RM_Type_IV,RM IV
177100,183376,Mokosh_TypeI,GCA_003665495.1,CP030075.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1546110,1551626,Mokosh_TypeI,GCA_003713085.1,CP033432.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2248157,2254436,RosmerTA,GCA_003713085.1,CP033432.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
3305262,3310778,Mokosh_TypeI,GCA_003716765.1,CP033439.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
4007321,4013600,RosmerTA,GCA_003716765.1,CP033439.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
2670954,2676903,RM_Type_III,GCA_003795165.1,CP029713.1,defensefinder,RM,RM,RM_Type_III,RM III
6049180,6053220,RM_Type_IIG,GCA_003795165.1,CP029713.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
2614182,2619359,Mokosh_TypeI,GCA_003795165.1,CP029713.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2719334,2720188,RM_Type_IV,GCA_003798105.1,CP033684.1,defensefinder,RM,RM,RM_Type_IV,RM IV
5328865,5330628,Shedu,GCA_003798105.1,CP033684.1,defensefinder,Shedu,Unknown,Shedu,Shedu
2720305,2723044,DarTG,GCA_003798105.1,CP033684.1,defensefinder,darTG,TA,DarTG,DarTG
2126733,2127602,Lit,GCA_003798125.1,CP033686.1,defensefinder,Lit,Abi,Lit,Lit
2833757,2836213,RM_Type_IV,GCA_003812165.1,CP033771.1,defensefinder,RM,RM,RM_Type_IV,RM IV
3591690,3596162,RM_Type_IIG,GCA_003812165.1,CP033771.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
5124270,5126759,RM_Type_IV,GCA_003812165.1,CP033771.1,defensefinder,RM,RM,RM_Type_IV,RM IV
2836213,2842489,Mokosh_TypeI,GCA_003812165.1,CP033771.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2011667,2016655,RM_Type_IIG,GCA_003812885.1,CP033833.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
1365990,1370978,RM_Type_IIG,GCA_003812905.1,CP033843.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
293744,298216,RM_Type_IIG,GCA_003813005.1,CP033832.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
1792540,1795029,RM_Type_IV,GCA_003813005.1,CP033832.1,defensefinder,RM,RM,RM_Type_IV,RM IV
4220377,4222091,RosmerTA,GCA_003813005.1,CP033832.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
1456806,1458398,dCTPdeaminase,GCA_003813025.1,CP033835.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
2311591,2318098,Mokosh_TypeI,GCA_003813025.1,CP033835.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3503641,3510148,Mokosh_TypeI,GCA_003813025.1,CP033835.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
4675523,4682030,Mokosh_TypeI,GCA_003813025.1,CP033835.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2253506,2254621,SoFic,GCA_003950015.1,CP034354.1,defensefinder,SoFic,Unknown,SoFic,SoFic
5631396,5636195,Tiamat,GCA_003950015.1,CP034354.1,defensefinder,Tiamat,Unknown,Tiamat,Tiamat
1179004,1181460,RM_Type_IV,GCA_003950015.1,CP034354.1,defensefinder,RM,RM,RM_Type_IV,RM IV
5621823,5623130,RM_Type_IV,GCA_003950015.1,CP034354.1,defensefinder,RM,RM,RM_Type_IV,RM IV
4113358,4119506,Azaca,GCA_003950015.1,CP034354.1,defensefinder,Azaca,Unknown,Azaca,Azaca
1181460,1187736,Mokosh_TypeI,GCA_003950015.1,CP034354.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2851474,2856990,Mokosh_TypeI,GCA_003950235.1,CP034368.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3588147,3594652,Mokosh_TypeI,GCA_003950235.1,CP034368.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1851488,1857767,RosmerTA,GCA_003950255.1,CP034369.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
2554310,2559826,Mokosh_TypeI,GCA_003950255.1,CP034369.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
5510820,5517327,Mokosh_TypeI,GCA_003950255.1,CP034369.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
4101300,4103936,RM_Type_IV,GCA_003952285.1,CP034434.1,defensefinder,RM,RM,RM_Type_IV,RM IV
6325988,6339073,RM_Type_I,GCA_003952285.1,CP034434.1,defensefinder,RM,RM,RM_Type_I,RM I
137306,140805,Lamassu-Fam,GCA_003952285.1,CP034434.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2225564,2231080,Mokosh_TypeI,GCA_003952285.1,CP034434.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2251645,2257150,Mokosh_TypeI,GCA_003952285.1,CP034434.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
11506,24591,RM_Type_I,GCA_003952305.1,CP034435.1,defensefinder,RM,RM,RM_Type_I,RM I
3278832,3284348,Mokosh_TypeI,GCA_003952305.1,CP034435.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3962577,3968856,RosmerTA,GCA_003952305.1,CP034435.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
3101111,3104676,Mokosh_TypeI,GCA_003952325.1,CP034436.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3125067,3130585,Mokosh_TypeI,GCA_003952325.1,CP034436.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2119758,2122346,Gabija,GCA_003952745.1,CP032541.1,defensefinder,Gabija,Unknown,Gabija,Gabija
2119759,2122347,Gabija,GCA_003952765.1,CP032540.1,defensefinder,Gabija,Unknown,Gabija,Gabija
3381152,3386461,Gabija,GCA_003957825.1,CP034429.1,defensefinder,Gabija,Unknown,Gabija,Gabija
945022,951301,RosmerTA,GCA_003991465.1,CP034409.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
1647771,1653287,Mokosh_TypeI,GCA_003991465.1,CP034409.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
415706,428791,RM_Type_I,GCA_004000495.1,CP034430.1,defensefinder,RM,RM,RM_Type_I,RM I
2497942,2504449,Mokosh_TypeI,GCA_004000495.1,CP034430.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3236956,3242472,Mokosh_TypeI,GCA_004000495.1,CP034430.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
6179224,6185731,Mokosh_TypeI,GCA_004000495.1,CP034430.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3749896,3752352,RM_Type_IV,GCA_004010895.1,CP022478.1,defensefinder,RM,RM,RM_Type_IV,RM IV
6561206,6567354,Azaca,GCA_004010895.1,CP022478.1,defensefinder,Azaca,Unknown,Azaca,Azaca
3752352,3758628,Mokosh_TypeI,GCA_004010895.1,CP022478.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
5138976,5145442,Mokosh_TypeI,GCA_004102665.1,CP032126.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
4614795,4616678,RosmerTA,GCA_004193735.1,CP035739.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
2093159,2097701,Lamassu-Fam,GCA_004291075.1,CP031677.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
5575126,5576118,dCTPdeaminase,GCA_004291075.1,CP031677.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
590537,593500,RM_Type_IIG,GCA_004346985.1,CP028330.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
1899032,1901002,RM_Type_IV,GCA_004346985.1,CP028330.1,defensefinder,RM,RM,RM_Type_IV,RM IV
5995427,5996314,SEFIR,GCA_004347025.1,CP028331.1,defensefinder,SEFIR,Unknown,SEFIR,SEFIR
5995427,5996314,RM_Type_II,GCA_004769055.1,CP028331.1,defensefinder,RM,RM,RM_Type_II,RM II
1799424,1804689,RM_Type_II,GCA_005154325.1,CP039749.1,defensefinder,RM,RM,RM_Type_II,RM II
2538675,2543255,Lamassu-Fam,GCA_005305005.1,CP040127.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2834470,2839012,Lamassu-Fam,GCA_005305005.1,CP040127.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2339672,2342260,Gabija,GCA_006364735.1,CP041008.1,defensefinder,Gabija,Unknown,Gabija,Gabija
4313052,4318317,RM_Type_II,GCA_006364795.1,CP041013.1,defensefinder,RM,RM,RM_Type_II,RM II
5101006,5103969,RM_Type_IIG,GCA_006704595.2,CP083366.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
762975,766151,RM_Type_IIG,GCA_006704595.2,CP083366.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
48475,51651,RM_Type_IIG,GCA_006704595.2,CP083369.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
590570,594149,RM_Type_II,GCA_006971785.1,CP041354.1,defensefinder,RM,RM,RM_Type_II,RM II
3567762,3570014,Borvo,GCA_007559085.1,CP041771.1,defensefinder,Borvo,Unknown,Borvo,Borvo
2015943,2016899,RM_Type_IV,GCA_007559085.1,CP041771.1,defensefinder,RM,RM,RM_Type_IV,RM IV
4978973,4979929,RM_Type_IV,GCA_007559085.1,CP041771.1,defensefinder,RM,RM,RM_Type_IV,RM IV
4980264,4981381,PARIS_II,GCA_007559085.1,CP041771.1,defensefinder,PARIS,Abi,PARIS_II,PARIS II
5101584,5103854,RM_Type_IV,GCA_007559105.1,CP041773.1,defensefinder,RM,RM,RM_Type_IV,RM IV
1172240,1173832,dCTPdeaminase,GCA_007559105.1,CP041773.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
1303322,1308310,RM_Type_IIG,GCA_007559125.1,CP041772.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
1303322,1308310,Druantia_II,GCA_007566955.1,CP041772.1,defensefinder,Druantia,Unknown,Druantia_II,Druantia II
6412429,6415065,RM_Type_IV,GCA_007833895.1,CP040684.1,defensefinder,RM,RM,RM_Type_IV,RM IV
6614987,6618722,Lamassu-Fam,GCA_007833895.1,CP040684.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
4476081,4477793,dCTPdeaminase,GCA_008245185.1,CP042269.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
5360429,5364469,RM_Type_IIG,GCA_008330985.1,CP043483.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
929092,933132,RM_Type_IIG,GCA_008370085.1,CP043549.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
2542251,2546277,RM_Type_II,GCA_008705235.1,CP044006.1,defensefinder,RM,RM,RM_Type_II,RM II
3014888,3018335,Lamassu-Fam,GCA_008705235.1,CP044006.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
5558134,5564600,Mokosh_TypeI,GCA_009497675.1,CP024630.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1439108,1441872,RM_Type_IV,GCA_009648875.1,CP045768.1,defensefinder,RM,RM,RM_Type_IV,RM IV
4381822,4386547,Lamassu-Fam,GCA_009648875.1,CP045768.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
4960048,4961046,Abi2,GCA_009648875.1,CP045768.1,defensefinder,Abi2,Abi,Abi2,Abi2
2826086,2829249,RM_Type_IV,GCA_009662315.1,CP045739.1,defensefinder,RM,RM,RM_Type_IV,RM IV
2774434,2780713,RosmerTA,GCA_009662315.1,CP045739.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
2564634,2570913,RosmerTA,GCA_009664165.1,CP041945.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
2436733,2441565,Tiamat,GCA_009676885.1,CP046069.1,defensefinder,Tiamat,Unknown,Tiamat,Tiamat
2426194,2428467,RM_Type_IV,GCA_009676885.1,CP046069.1,defensefinder,RM,RM,RM_Type_IV,RM IV
6213992,6215875,RosmerTA,GCA_009676885.1,CP046069.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
638221,641872,Lamassu-Fam,GCA_009720405.1,CP039988.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
3926785,3930241,Lamassu-Fam,GCA_009720425.1,CP039990.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2370436,2372142,RM_Type_IV,GCA_009867055.1,CP028132.1,defensefinder,RM,RM,RM_Type_IV,RM IV
3427291,3430619,RM_Type_IV,GCA_011106815.1,CP045002.1,defensefinder,RM,RM,RM_Type_IV,RM IV
4854280,4856736,RM_Type_IV,GCA_011106815.1,CP045002.1,defensefinder,RM,RM,RM_Type_IV,RM IV
4856736,4863012,Mokosh_TypeI,GCA_011106815.1,CP045002.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2566,7524,Mokosh_TypeI,GCA_011106815.1,CP045003.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
631758,638265,Mokosh_TypeI,GCA_013114915.1,CP051766.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3597560,3603076,Mokosh_TypeI,GCA_013114915.1,CP051766.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
4428975,4430746,RosmerTA,GCA_013114915.1,CP051766.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
4504392,4510899,Mokosh_TypeI,GCA_013114915.1,CP051766.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
631740,638247,Mokosh_TypeI,GCA_013114935.1,CP051768.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3597545,3603061,Mokosh_TypeI,GCA_013114935.1,CP051768.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
4383408,4385179,RosmerTA,GCA_013114935.1,CP051768.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
4458829,4465336,Mokosh_TypeI,GCA_013114935.1,CP051768.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
628766,635273,Mokosh_TypeI,GCA_013114955.1,CP051770.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3595759,3601275,Mokosh_TypeI,GCA_013114955.1,CP051770.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
4387273,4389044,RosmerTA,GCA_013114955.1,CP051770.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
4461731,4468238,Mokosh_TypeI,GCA_013114955.1,CP051770.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1557394,1562336,Dynamins,GCA_013122735.1,CP044533.1,defensefinder,Dynamins,Unknown,Dynamins,Dynamins
3561664,3566289,RM_Type_II,GCA_013122735.1,CP044533.1,defensefinder,RM,RM,RM_Type_II,RM II
1778105,1783367,RM_Type_II,GCA_013201015.1,CP053687.1,defensefinder,RM,RM,RM_Type_II,RM II
2863826,2868347,Lamassu-Fam,GCA_013201015.1,CP053687.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
4823864,4825165,RM_Type_IV,GCA_013201095.1,CP053705.1,defensefinder,RM,RM,RM_Type_IV,RM IV
4825162,4826472,RM_Type_IV,GCA_013201095.1,CP053705.1,defensefinder,RM,RM,RM_Type_IV,RM IV
2505076,2505327,Shedu,GCA_013201095.1,CP053705.1,defensefinder,Shedu,Unknown,Shedu,Shedu
2519913,2521301,Gao_Upx,GCA_013201095.1,CP053705.1,defensefinder,upx,Unknown,Gao_Upx,upx
2382375,2384645,RM_Type_IV,GCA_013201115.1,CP053706.1,defensefinder,RM,RM,RM_Type_IV,RM IV
289553,295832,RosmerTA,GCA_013255565.1,CP053917.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
1258316,1261676,Lamassu-Fam,GCA_013305645.2,CP045552.2,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
3392666,3395254,Gabija,GCA_013305765.1,CP050052.1,defensefinder,Gabija,Unknown,Gabija,Gabija
3529075,3531327,Borvo,GCA_013341295.1,CP054472.1,defensefinder,Borvo,Unknown,Borvo,Borvo
1276938,1277807,Lit,GCA_013341295.1,CP054472.1,defensefinder,Lit,Abi,Lit,Lit
165420,167891,RM_Type_IV,GCA_013341315.1,CP054473.1,defensefinder,RM,RM,RM_Type_IV,RM IV
2275769,2278225,RM_Type_IV,GCA_013341315.1,CP054473.1,defensefinder,RM,RM,RM_Type_IV,RM IV
5721393,5725865,RM_Type_IIG,GCA_013341315.1,CP054473.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
2269493,2275769,Mokosh_TypeI,GCA_013341315.1,CP054473.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
6026601,6029090,RM_Type_IV,GCA_013343315.1,CP050322.1,defensefinder,RM,RM,RM_Type_IV,RM IV
6032231,6033922,RosmerTA,GCA_013343315.1,CP050322.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
2197906,2198775,Lit,GCA_013343335.1,CP050323.1,defensefinder,Lit,Abi,Lit,Lit
2427039,2428160,SoFic,GCA_013343355.1,CP050324.1,defensefinder,SoFic,Unknown,SoFic,SoFic
4117635,4119473,dCTPdeaminase,GCA_013343355.1,CP050324.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
5241767,5244911,Gabija,GCA_013343375.1,CP050325.1,defensefinder,Gabija,Unknown,Gabija,Gabija
4721717,4722571,RM_Type_IV,GCA_013343395.1,CP050326.1,defensefinder,RM,RM,RM_Type_IV,RM IV
1614908,1616674,dCTPdeaminase,GCA_013343395.1,CP050326.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
4718861,4721600,DarTG,GCA_013343395.1,CP050326.1,defensefinder,darTG,TA,DarTG,DarTG
2501745,2505230,Lamassu-Fam,GCA_013343415.1,CP050327.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
3337607,3338992,RM_Type_IV,GCA_013343435.1,CP050328.1,defensefinder,RM,RM,RM_Type_IV,RM IV
2627956,2629670,RosmerTA,GCA_013343475.1,CP050330.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
2352562,2355414,RM_Type_IV,GCA_013343555.1,CP050334.1,defensefinder,RM,RM,RM_Type_IV,RM IV
4573591,4575168,dCTPdeaminase,GCA_013343555.1,CP050334.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
4748010,4752958,Dynamins,GCA_013343575.1,CP050335.1,defensefinder,Dynamins,Unknown,Dynamins,Dynamins
4730513,4732396,RM_Type_IV,GCA_013343575.1,CP050335.1,defensefinder,RM,RM,RM_Type_IV,RM IV
5279303,5282447,Gabija,GCA_013343575.1,CP050335.1,defensefinder,Gabija,Unknown,Gabija,Gabija
5527653,5529419,dCTPdeaminase,GCA_013343575.1,CP050335.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
3355958,3359945,Olokun,GCA_013375755.1,CP056098.1,defensefinder,Olokun,Unknown,Olokun,Olokun
3259810,3260754,RM_Type_IV,GCA_013375755.1,CP056098.1,defensefinder,RM,RM,RM_Type_IV,RM IV
3303686,3307014,RM_Type_IV,GCA_013375795.1,CP056093.1,defensefinder,RM,RM,RM_Type_IV,RM IV
5427295,5428167,RM_Type_IV,GCA_013375795.1,CP056093.1,defensefinder,RM,RM,RM_Type_IV,RM IV
3511378,3514763,Lamassu-Fam,GCA_013375795.1,CP056093.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2822211,2826677,RM_Type_IIG,GCA_013375815.1,CP056094.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
5305340,5306641,RM_Type_IV,GCA_013375815.1,CP056094.1,defensefinder,RM,RM,RM_Type_IV,RM IV
5306638,5307948,RM_Type_IV,GCA_013375815.1,CP056094.1,defensefinder,RM,RM,RM_Type_IV,RM IV
3496655,3500681,RM_Type_II,GCA_013375835.1,CP056101.1,defensefinder,RM,RM,RM_Type_II,RM II
133205,135520,RM_Type_IV,GCA_013375835.1,CP056102.1,defensefinder,RM,RM,RM_Type_IV,RM IV
2956652,2960099,Lamassu-Fam,GCA_013375835.1,CP056101.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
444898,447369,RM_Type_IV,GCA_013375855.1,CP056092.1,defensefinder,RM,RM,RM_Type_IV,RM IV
6040776,6045248,RM_Type_IIG,GCA_013375855.1,CP056092.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
438586,444898,Mokosh_TypeI,GCA_013375855.1,CP056092.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1325660,1330648,RM_Type_IIG,GCA_013375875.1,CP056089.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
6150709,6153885,RM_Type_IIG,GCA_013375875.1,CP056089.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
322980,329256,Mokosh_TypeI,GCA_013375875.1,CP056089.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
691966,698472,Mokosh_TypeI,GCA_013375875.1,CP056089.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
6287050,6293557,Mokosh_TypeI,GCA_013375875.1,CP056089.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
912117,914606,RM_Type_IV,GCA_013375895.1,CP056090.1,defensefinder,RM,RM,RM_Type_IV,RM IV
2407027,2411499,RM_Type_IIG,GCA_013375895.1,CP056090.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
914491,920693,Mokosh_TypeI,GCA_013375895.1,CP056090.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
5633944,5635658,RosmerTA,GCA_013375895.1,CP056090.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
5095358,5097814,RM_Type_IV,GCA_013375915.1,CP056100.1,defensefinder,RM,RM,RM_Type_IV,RM IV
5945279,5949751,RM_Type_IIG,GCA_013375915.1,CP056100.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
5097814,5104090,Mokosh_TypeI,GCA_013375915.1,CP056100.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3089597,3090898,RM_Type_IV,GCA_013376775.1,CP056774.1,defensefinder,RM,RM,RM_Type_IV,RM IV
3110371,3116533,Azaca,GCA_013376775.1,CP056774.1,defensefinder,Azaca,Unknown,Azaca,Azaca
6191796,6193642,RosmerTA,GCA_013376775.1,CP056774.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
5988494,5992534,RM_Type_IIG,GCA_013393665.2,CP046402.2,defensefinder,RM,RM,RM_Type_IIG,RM IIG
336038,339354,RM_Type_II,GCA_013393685.1,CP046403.1,defensefinder,RM,RM,RM_Type_II,RM II
339933,341081,RM_Type_IV,GCA_013393685.1,CP046403.1,defensefinder,RM,RM,RM_Type_IV,RM IV
5280109,5282565,RM_Type_IV,GCA_013393685.1,CP046403.1,defensefinder,RM,RM,RM_Type_IV,RM IV
2884132,2885846,RosmerTA,GCA_013393685.1,CP046403.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
5282565,5288841,Mokosh_TypeI,GCA_013393685.1,CP046403.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3002188,3006214,RM_Type_II,GCA_013393705.1,CP046404.1,defensefinder,RM,RM,RM_Type_II,RM II
1221115,1227622,Mokosh_TypeI,GCA_013393705.1,CP046404.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2384406,2390913,Mokosh_TypeI,GCA_013393705.1,CP046404.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
4734441,4740948,Mokosh_TypeI,GCA_013393705.1,CP046404.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3215381,3218709,RM_Type_IV,GCA_013394455.1,CP046405.1,defensefinder,RM,RM,RM_Type_IV,RM IV
4879315,4881951,RM_Type_IV,GCA_013394455.1,CP046405.1,defensefinder,RM,RM,RM_Type_IV,RM IV
3423085,3426570,Lamassu-Fam,GCA_013394455.1,CP046405.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
724487,730404,RM_Type_III,GCA_013395035.1,CP058332.1,defensefinder,RM,RM,RM_Type_III,RM III
5733118,5733873,Shedu,GCA_013395035.1,CP058332.1,defensefinder,Shedu,Unknown,Shedu,Shedu
4659824,4665798,RM_Type_III,GCA_013467585.1,CP058333.1,defensefinder,RM,RM,RM_Type_III,RM III
3178436,3179191,Shedu,GCA_013467585.1,CP058333.1,defensefinder,Shedu,Unknown,Shedu,Shedu
1543611,1549585,RM_Type_III,GCA_013467605.1,CP058331.1,defensefinder,RM,RM,RM_Type_III,RM III
3030216,3030971,Shedu,GCA_013467605.1,CP058331.1,defensefinder,Shedu,Unknown,Shedu,Shedu
633145,639652,Mokosh_TypeI,GCA_014109785.1,CP059063.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3599945,3605461,Mokosh_TypeI,GCA_014109785.1,CP059063.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
4392776,4394547,RosmerTA,GCA_014109785.1,CP059063.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
4468197,4474704,Mokosh_TypeI,GCA_014109785.1,CP059063.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
312111,313259,RM_Type_IV,GCA_014155905.1,CP059995.1,defensefinder,RM,RM,RM_Type_IV,RM IV
6756980,6758702,RosmerTA,GCA_014155905.1,CP059995.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
4293301,4297779,Tiamat,GCA_014217315.1,CP060086.1,defensefinder,Tiamat,Unknown,Tiamat,Tiamat
1042394,1048542,Azaca,GCA_014217315.1,CP060086.1,defensefinder,Azaca,Unknown,Azaca,Azaca
5216233,5217825,dCTPdeaminase,GCA_014467035.1,CP060703.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
1889054,1891324,RM_Type_IV,GCA_014792125.1,CP061850.1,defensefinder,RM,RM,RM_Type_IV,RM IV
6581198,6585898,Tiamat,GCA_015034565.1,CP063237.1,defensefinder,Tiamat,Unknown,Tiamat,Tiamat
2523083,2524252,RM_Type_IV,GCA_015697465.1,CP060240.1,defensefinder,RM,RM,RM_Type_IV,RM IV
3870649,3871578,Lit,GCA_015697605.1,CP060241.1,defensefinder,Lit,Abi,Lit,Lit
743957,745797,RosmerTA,GCA_015697605.1,CP060241.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
2662799,2666955,RM_Type_IV,GCA_015697665.1,CP060243.1,defensefinder,RM,RM,RM_Type_IV,RM IV
