genome,start,seqid,defense_system,source,end,system,class,defense_system2
GCA_002442975.1,169729,CP020741.1,RosmerTA,defensefinder,171677,RosmerTA,TA,RosmerTA
GCA_002621005.1,169729,CP020741.1,RosmerTA,defensefinder,171677,RosmerTA,TA,RosmerTA
GCA_002633785.1,39746,CP017684.1,RM_Type_IV,defensefinder,42479,RM,RM,RM IV
GCA_002633785.1,109863,CP017684.1,RosmerTA,defensefinder,111811,RosmerTA,TA,RosmerTA
GCA_002633805.1,379652,CP017682.1,Abi2,defensefinder,380626,Abi2,Abi,Abi2
GCA_002633825.1,367350,CP017680.1,Abi2,defensefinder,368324,Abi2,Abi,Abi2
GCA_002633845.1,353842,CP017679.1,Abi2,defensefinder,354816,Abi2,Abi,Abi2
GCA_002633845.1,107198,CP017679.1,RosmerTA,defensefinder,109146,RosmerTA,TA,RosmerTA
GCA_002633845.1,1543933,CP017679.1,Shango,defensefinder,1551825,Shango,Unknown,Shango
GCA_002633865.1,358192,CP017677.1,Abi2,defensefinder,359166,Abi2,Abi,Abi2
GCA_002633865.1,108520,CP017677.1,RosmerTA,defensefinder,110468,RosmerTA,TA,RosmerTA
GCA_002786465.1,363299,CP022290.1,Abi2,defensefinder,364237,Abi2,Abi,Abi2
GCA_002786535.1,1823318,CP022291.1,Rst_DprA-PPRT,defensefinder,1825345,DprA-PRTase,Unknown,DprA-PRTase
GCA_002786535.1,359663,CP022291.1,Abi2,defensefinder,360601,Abi2,Abi,Abi2
GCA_002786535.1,1823318,CP022291.1,ShosTA,defensefinder,1825345,ShosTA,TA,ShosTA
GCA_002795285.1,392742,CP019574.1,Abi2,defensefinder,393716,Abi2,Abi,Abi2
GCA_002850395.1,1499722,CP020713.1,Abi2,defensefinder,1500660,Abi2,Abi,Abi2
GCA_002850395.1,1727596,CP020713.1,RosmerTA,defensefinder,1729544,RosmerTA,TA,RosmerTA
GCA_002850415.1,626579,CP020714.1,Abi2,defensefinder,627517,Abi2,Abi,Abi2
GCA_002850415.1,2659387,CP020714.1,RosmerTA,defensefinder,2661335,RosmerTA,TA,RosmerTA
GCA_002895385.1,65036,CP018629.1,RM_Type_IV,defensefinder,67769,RM,RM,RM IV
GCA_002895385.1,2080432,CP018629.1,Abi2,defensefinder,2081370,Abi2,Abi,Abi2
GCA_002895385.1,134990,CP018629.1,RosmerTA,defensefinder,136938,RosmerTA,TA,RosmerTA
GCA_002952015.1,1836328,CP020656.1,Abi2,defensefinder,1837266,Abi2,Abi,Abi2
GCA_002952015.1,1941918,CP020656.1,RosmerTA,defensefinder,1943866,RosmerTA,TA,RosmerTA
GCA_003010475.1,387159,CP027486.1,Abi2,defensefinder,388097,Abi2,Abi,Abi2
GCA_003010475.1,136241,CP027486.1,RosmerTA,defensefinder,138189,RosmerTA,TA,RosmerTA
GCA_003010875.1,35165,CP020354.1,RM_Type_IV,defensefinder,36865,RM,RM,RM IV
GCA_003010875.1,363559,CP020354.1,Abi2,defensefinder,364533,Abi2,Abi,Abi2
GCA_003010875.1,116657,CP020354.1,RosmerTA,defensefinder,118605,RosmerTA,TA,RosmerTA
GCA_003029645.1,342526,CP028163.1,RosmerTA,defensefinder,344474,RosmerTA,TA,RosmerTA
GCA_003029665.1,432530,CP020553.1,Abi2,defensefinder,433468,Abi2,Abi,Abi2
GCA_003029665.1,166486,CP020553.1,RosmerTA,defensefinder,168434,RosmerTA,TA,RosmerTA
GCA_003030065.1,952164,CP028190.1,RM_Type_IV,defensefinder,954897,RM,RM,RM IV
GCA_003030065.1,1022315,CP028190.1,RosmerTA,defensefinder,1024263,RosmerTA,TA,RosmerTA
GCA_003030085.1,1681498,CP028165.1,RosmerTA,defensefinder,1683446,RosmerTA,TA,RosmerTA
GCA_003030225.1,2105353,CP028189.1,Abi2,defensefinder,2106291,Abi2,Abi,Abi2
GCA_003030225.1,1776854,CP028189.1,Dodola,defensefinder,1778723,Dodola,Unknown,Dodola
GCA_003030225.1,1854144,CP028189.1,RosmerTA,defensefinder,1856092,RosmerTA,TA,RosmerTA
GCA_003031285.1,687156,CP023561.1,Abi2,defensefinder,688094,Abi2,Abi,Abi2
GCA_003031425.1,39746,CP020467.1,RM_Type_IV,defensefinder,42479,RM,RM,RM IV
GCA_003031425.1,109897,CP020467.1,RosmerTA,defensefinder,111845,RosmerTA,TA,RosmerTA
GCA_003031465.1,2455807,CP020544.1,Retron_III,defensefinder,2458594,Retron,Retron,Retron III
GCA_003031465.1,433585,CP020544.1,Abi2,defensefinder,434523,Abi2,Abi,Abi2
GCA_003031465.1,163474,CP020544.1,RosmerTA,defensefinder,165422,RosmerTA,TA,RosmerTA
GCA_003031485.1,378817,CP021105.1,Abi2,defensefinder,379755,Abi2,Abi,Abi2
GCA_003031485.1,127670,CP021105.1,RosmerTA,defensefinder,129618,RosmerTA,TA,RosmerTA
GCA_003073655.1,476324,CP029082.1,Abi2,defensefinder,477298,Abi2,Abi,Abi2
GCA_003073715.1,411918,CP029087.1,Abi2,defensefinder,412892,Abi2,Abi,Abi2
GCA_003073775.1,1724058,CP029086.1,Abi2,defensefinder,1725032,Abi2,Abi,Abi2
GCA_003073775.1,2044556,CP029086.1,PsyrTA,defensefinder,2358623,PsyrTA,TA,PsyrTA
GCA_003111725.1,55708,CP029166.1,Bunzi,defensefinder,59203,Bunzi,Unknown,Bunzi
GCA_003111725.1,438302,CP029166.1,Abi2,defensefinder,439240,Abi2,Abi,Abi2
GCA_003111745.1,204408,CP029172.1,RosmerTA,defensefinder,206356,RosmerTA,TA,RosmerTA
GCA_003184985.1,1817673,CP028468.1,Rst_DprA-PPRT,defensefinder,1819701,DprA-PRTase,Unknown,DprA-PRTase
GCA_003184985.1,362622,CP028468.1,Abi2,defensefinder,363560,Abi2,Abi,Abi2
GCA_003184985.1,1817673,CP028468.1,ShosTA,defensefinder,1819701,ShosTA,TA,ShosTA
GCA_003185005.1,1817673,CP028470.1,Rst_DprA-PPRT,defensefinder,1819701,DprA-PRTase,Unknown,DprA-PRTase
GCA_003185005.1,362622,CP028470.1,Abi2,defensefinder,363560,Abi2,Abi,Abi2
GCA_003185005.1,1817673,CP028470.1,ShosTA,defensefinder,1819701,ShosTA,TA,ShosTA
GCA_003186105.1,116374,CP029629.1,RosmerTA,defensefinder,118322,RosmerTA,TA,RosmerTA
GCA_003186125.1,402065,CP029627.1,Abi2,defensefinder,403003,Abi2,Abi,Abi2
GCA_003186125.1,107913,CP029627.1,RosmerTA,defensefinder,109861,RosmerTA,TA,RosmerTA
GCA_003193665.1,1397679,CP029649.1,Abi2,defensefinder,1398653,Abi2,Abi,Abi2
GCA_003193685.1,1783130,CP029669.1,Abi2,defensefinder,1784104,Abi2,Abi,Abi2
GCA_003193685.1,1359095,CP029669.1,PsyrTA,defensefinder,1445103,PsyrTA,TA,PsyrTA
GCA_003193705.1,412708,CP029675.1,Abi2,defensefinder,413682,Abi2,Abi,Abi2
GCA_003193725.1,58451,CP029678.1,RM_Type_II,defensefinder,59416,RM,RM,RM II
GCA_003193725.1,418683,CP029678.1,Abi2,defensefinder,419657,Abi2,Abi,Abi2
GCA_003193745.1,107089,CP029653.1,RM_Type_IV,defensefinder,108129,RM,RM,RM IV
GCA_003193745.1,105396,CP029653.1,RM_Type_IV,defensefinder,107096,RM,RM,RM IV
GCA_003193785.1,2023749,CP029681.1,Abi2,defensefinder,2024723,Abi2,Abi,Abi2
GCA_003193885.1,2636606,CP029658.1,Abi2,defensefinder,2637544,Abi2,Abi,Abi2
GCA_003193965.1,2416615,CP029667.1,Abi2,defensefinder,2417589,Abi2,Abi,Abi2
GCA_003194005.1,154180,CP029655.1,Abi2,defensefinder,155154,Abi2,Abi,Abi2
GCA_003194025.1,2132240,CP029680.1,Abi2,defensefinder,2133214,Abi2,Abi,Abi2
GCA_003194025.1,2382241,CP029680.1,RosmerTA,defensefinder,2384189,RosmerTA,TA,RosmerTA
GCA_003194065.1,2479356,CP021349.1,Abi2,defensefinder,2480294,Abi2,Abi,Abi2
GCA_003194065.1,2728929,CP021349.1,RosmerTA,defensefinder,2730877,RosmerTA,TA,RosmerTA
GCA_003194105.1,69330,CP021141.1,RM_Type_IV,defensefinder,72063,RM,RM,RM IV
GCA_003194105.1,139518,CP021141.1,RosmerTA,defensefinder,141466,RosmerTA,TA,RosmerTA
GCA_003194145.1,1849997,CP021350.1,Abi2,defensefinder,1850935,Abi2,Abi,Abi2
GCA_003194145.1,2096498,CP021350.1,RosmerTA,defensefinder,2098446,RosmerTA,TA,RosmerTA
GCA_003194165.1,2683772,CP021351.1,Abi2,defensefinder,2684710,Abi2,Abi,Abi2
GCA_003194165.1,164533,CP021351.1,RosmerTA,defensefinder,166481,RosmerTA,TA,RosmerTA
GCA_003194185.1,1310326,CP021352.1,RM_Type_IV,defensefinder,1313059,RM,RM,RM IV
GCA_003194185.1,1380500,CP021352.1,RosmerTA,defensefinder,1382448,RosmerTA,TA,RosmerTA
GCA_003194205.1,2042760,CP021353.1,Abi2,defensefinder,2043698,Abi2,Abi,Abi2
GCA_003194205.1,1789431,CP021353.1,RosmerTA,defensefinder,1791379,RosmerTA,TA,RosmerTA
GCA_003194405.1,379761,CP021171.1,Abi2,defensefinder,380699,Abi2,Abi,Abi2
GCA_003194405.1,128618,CP021171.1,RosmerTA,defensefinder,130566,RosmerTA,TA,RosmerTA
GCA_003203595.1,2282588,CP029664.1,Abi2,defensefinder,2283562,Abi2,Abi,Abi2
GCA_003203615.1,411722,CP029657.1,Abi2,defensefinder,412696,Abi2,Abi,Abi2
GCA_003203635.1,411637,CP029663.1,Abi2,defensefinder,412611,Abi2,Abi,Abi2
GCA_003203655.1,1070060,CP029671.1,Abi2,defensefinder,1071034,Abi2,Abi,Abi2
GCA_003203675.1,413429,CP029673.1,Abi2,defensefinder,414403,Abi2,Abi,Abi2
GCA_003264775.1,102898,CP029685.1,RM_Type_IV,defensefinder,105631,RM,RM,RM IV
GCA_003264775.1,500688,CP029685.1,Abi2,defensefinder,501626,Abi2,Abi,Abi2
GCA_003264775.1,176137,CP029685.1,RosmerTA,defensefinder,178085,RosmerTA,TA,RosmerTA
GCA_003264815.1,102890,CP027788.1,RM_Type_IV,defensefinder,105623,RM,RM,RM IV
GCA_003264815.1,465664,CP027788.1,Abi2,defensefinder,466602,Abi2,Abi,Abi2
GCA_003264815.1,172844,CP027788.1,RosmerTA,defensefinder,174792,RosmerTA,TA,RosmerTA
GCA_003288395.1,113324,CP030323.1,Abi2,defensefinder,114298,Abi2,Abi,Abi2
GCA_003330905.1,449483,CP030326.1,Abi2,defensefinder,450457,Abi2,Abi,Abi2
GCA_003342735.1,366827,CP031131.1,Abi2,defensefinder,367765,Abi2,Abi,Abi2
GCA_003342775.1,340705,CP031130.1,Abi2,defensefinder,341643,Abi2,Abi,Abi2
GCA_003343155.1,372776,CP017804.1,Abi2,defensefinder,373750,Abi2,Abi,Abi2
GCA_003347055.1,360393,CP022607.1,Abi2,defensefinder,361367,Abi2,Abi,Abi2
GCA_003350605.1,372265,CP017807.1,Abi2,defensefinder,373239,Abi2,Abi,Abi2
GCA_003351925.1,407498,CP022582.1,Abi2,defensefinder,408472,Abi2,Abi,Abi2
GCA_003351925.1,156895,CP022582.1,RosmerTA,defensefinder,158843,RosmerTA,TA,RosmerTA
GCA_003354545.1,400011,CP022717.1,Abi2,defensefinder,400985,Abi2,Abi,Abi2
GCA_003354545.1,109011,CP022717.1,RosmerTA,defensefinder,110959,RosmerTA,TA,RosmerTA
GCA_003354565.1,2435063,CP022903.1,Abi2,defensefinder,2436037,Abi2,Abi,Abi2
GCA_003354565.1,143814,CP022903.1,RosmerTA,defensefinder,145771,RosmerTA,TA,RosmerTA
GCA_003354585.1,2435063,CP022904.1,Abi2,defensefinder,2436037,Abi2,Abi,Abi2
GCA_003354585.1,145146,CP022904.1,RosmerTA,defensefinder,147103,RosmerTA,TA,RosmerTA
GCA_003354605.1,354803,CP022898.1,Abi2,defensefinder,355777,Abi2,Abi,Abi2
GCA_003354625.1,39746,CP022900.1,RM_Type_IV,defensefinder,42479,RM,RM,RM IV
GCA_003354625.1,109791,CP022900.1,RosmerTA,defensefinder,111748,RosmerTA,TA,RosmerTA
GCA_003354645.1,354803,CP022897.1,Abi2,defensefinder,355777,Abi2,Abi,Abi2
GCA_003354665.1,403987,CP022902.1,Abi2,defensefinder,404961,Abi2,Abi,Abi2
GCA_003354665.1,2340997,CP022902.1,Dodola,defensefinder,2342925,Dodola,Unknown,Dodola
GCA_003354685.1,39746,CP022896.1,RM_Type_IV,defensefinder,42479,RM,RM,RM IV
GCA_003354685.1,109934,CP022896.1,RosmerTA,defensefinder,111891,RosmerTA,TA,RosmerTA
GCA_003354705.1,416571,CP022893.1,Abi2,defensefinder,417545,Abi2,Abi,Abi2
GCA_003354705.1,143896,CP022893.1,RosmerTA,defensefinder,145853,RosmerTA,TA,RosmerTA
GCA_003354725.1,39746,CP022899.1,RM_Type_IV,defensefinder,42479,RM,RM,RM IV
GCA_003354725.1,109791,CP022899.1,RosmerTA,defensefinder,111748,RosmerTA,TA,RosmerTA
GCA_003354745.1,39746,CP022901.1,RM_Type_IV,defensefinder,42479,RM,RM,RM IV
GCA_003354745.1,109791,CP022901.1,RosmerTA,defensefinder,111748,RosmerTA,TA,RosmerTA
GCA_003354765.1,416571,CP022894.1,Abi2,defensefinder,417545,Abi2,Abi,Abi2
GCA_003354765.1,143896,CP022894.1,RosmerTA,defensefinder,145853,RosmerTA,TA,RosmerTA
GCA_003354785.1,39746,CP022895.1,RM_Type_IV,defensefinder,42479,RM,RM,RM IV
GCA_003354785.1,109934,CP022895.1,RosmerTA,defensefinder,111891,RosmerTA,TA,RosmerTA
GCA_003354805.1,364925,CP022892.1,Abi2,defensefinder,365899,Abi2,Abi,Abi2
GCA_003354805.1,2242637,CP022892.1,Dodola,defensefinder,2244565,Dodola,Unknown,Dodola
GCA_003354865.1,356720,CP022718.1,Abi2,defensefinder,357694,Abi2,Abi,Abi2
GCA_003354865.1,103266,CP022718.1,RosmerTA,defensefinder,105223,RosmerTA,TA,RosmerTA
GCA_003354885.1,360770,CP022910.1,Abi2,defensefinder,361744,Abi2,Abi,Abi2
GCA_003354885.1,2283298,CP022910.1,Dodola,defensefinder,2285226,Dodola,Unknown,Dodola
GCA_003354905.1,400011,CP022682.1,Abi2,defensefinder,400985,Abi2,Abi,Abi2
GCA_003354905.1,109011,CP022682.1,RosmerTA,defensefinder,110959,RosmerTA,TA,RosmerTA
GCA_003354925.1,356720,CP022720.1,Abi2,defensefinder,357694,Abi2,Abi,Abi2
GCA_003354925.1,103266,CP022720.1,RosmerTA,defensefinder,105223,RosmerTA,TA,RosmerTA
GCA_003354945.1,403987,CP022908.1,Abi2,defensefinder,404961,Abi2,Abi,Abi2
GCA_003354945.1,2383553,CP022908.1,Dodola,defensefinder,2385481,Dodola,Unknown,Dodola
GCA_003354965.1,403987,CP022906.1,Abi2,defensefinder,404961,Abi2,Abi,Abi2
GCA_003354965.1,2341004,CP022906.1,Dodola,defensefinder,2342932,Dodola,Unknown,Dodola
GCA_003354985.1,416544,CP022905.1,Abi2,defensefinder,417518,Abi2,Abi,Abi2
GCA_003354985.1,143869,CP022905.1,RosmerTA,defensefinder,145826,RosmerTA,TA,RosmerTA
GCA_003394105.1,1625824,CP031537.1,RM_Type_IV,defensefinder,1627524,RM,RM,RM IV
GCA_003394105.1,1944644,CP031537.1,Abi2,defensefinder,1945582,Abi2,Abi,Abi2
GCA_003394105.1,1691172,CP031537.1,RosmerTA,defensefinder,1693120,RosmerTA,TA,RosmerTA
GCA_003425545.1,383976,CP031667.1,Abi2,defensefinder,384950,Abi2,Abi,Abi2
GCA_003425545.1,2350319,CP031667.1,Dodola,defensefinder,2352247,Dodola,Unknown,Dodola
GCA_003425835.1,361813,CP031664.1,Abi2,defensefinder,362787,Abi2,Abi,Abi2
GCA_003425835.1,2299283,CP031664.1,Dodola,defensefinder,2301211,Dodola,Unknown,Dodola
GCA_003425885.1,361813,CP031661.1,Abi2,defensefinder,362787,Abi2,Abi,Abi2
GCA_003425885.1,2299283,CP031661.1,Dodola,defensefinder,2301211,Dodola,Unknown,Dodola
GCA_003425915.1,383976,CP031670.1,Abi2,defensefinder,384950,Abi2,Abi,Abi2
GCA_003425915.1,2350319,CP031670.1,Dodola,defensefinder,2352247,Dodola,Unknown,Dodola
GCA_003426145.1,2539526,CP031673.1,Abi2,defensefinder,2540464,Abi2,Abi,Abi2
GCA_003431365.1,411729,CP031779.1,Abi2,defensefinder,412667,Abi2,Abi,Abi2
GCA_003431365.1,160754,CP031779.1,RosmerTA,defensefinder,162702,RosmerTA,TA,RosmerTA
GCA_003432345.1,55101,CP031839.1,RM_Type_III,defensefinder,60197,RM,RM,RM III
GCA_003432345.1,2387580,CP031839.1,Abi2,defensefinder,2388518,Abi2,Abi,Abi2
GCA_003432345.1,2639441,CP031839.1,RosmerTA,defensefinder,2641389,RosmerTA,TA,RosmerTA
GCA_003432365.1,2823320,CP031838.1,RM_Type_III,defensefinder,2830557,RM,RM,RM III
GCA_003432365.1,2448849,CP031838.1,Abi2,defensefinder,2449787,Abi2,Abi,Abi2
GCA_003432365.1,54150,CP031838.1,Dodola,defensefinder,56019,Dodola,Unknown,Dodola
GCA_003432365.1,2700708,CP031838.1,RosmerTA,defensefinder,2702656,RosmerTA,TA,RosmerTA
GCA_003490125.1,111388,CP032051.1,RosmerTA,defensefinder,113336,RosmerTA,TA,RosmerTA
GCA_003573835.1,392399,AP018923.1,Abi2,defensefinder,393373,Abi2,Abi,Abi2
GCA_003573855.1,35683,AP018922.1,RM_Type_IV,defensefinder,38410,RM,RM,RM IV
GCA_003573855.1,363886,AP018922.1,Abi2,defensefinder,364860,Abi2,Abi,Abi2
GCA_003573855.1,117214,AP018922.1,RosmerTA,defensefinder,119162,RosmerTA,TA,RosmerTA
GCA_003595365.1,419869,CP014362.1,Abi2,defensefinder,420843,Abi2,Abi,Abi2
GCA_003595365.1,2380859,CP014362.1,Dodola,defensefinder,2382787,Dodola,Unknown,Dodola
GCA_003595385.1,419869,CP014365.1,Abi2,defensefinder,420843,Abi2,Abi,Abi2
GCA_003595385.1,2380859,CP014365.1,Dodola,defensefinder,2382787,Dodola,Unknown,Dodola
GCA_003595405.1,419988,CP014368.1,Abi2,defensefinder,420962,Abi2,Abi,Abi2
GCA_003595405.1,2395611,CP014368.1,Dodola,defensefinder,2397539,Dodola,Unknown,Dodola
GCA_003595425.1,419899,CP014371.1,Abi2,defensefinder,420873,Abi2,Abi,Abi2
GCA_003595425.1,2393899,CP014371.1,Dodola,defensefinder,2395827,Dodola,Unknown,Dodola
GCA_003595445.1,419899,CP014376.1,Abi2,defensefinder,420873,Abi2,Abi,Abi2
GCA_003595445.1,2393899,CP014376.1,Dodola,defensefinder,2395827,Dodola,Unknown,Dodola
GCA_003595465.1,419988,CP014381.1,Abi2,defensefinder,420962,Abi2,Abi,Abi2
GCA_003595465.1,2395622,CP014381.1,Dodola,defensefinder,2397550,Dodola,Unknown,Dodola
GCA_003595485.1,419947,CP014384.1,Abi2,defensefinder,420921,Abi2,Abi,Abi2
GCA_003595485.1,2395572,CP014384.1,Dodola,defensefinder,2397500,Dodola,Unknown,Dodola
GCA_003595505.1,419899,CP014387.1,Abi2,defensefinder,420873,Abi2,Abi,Abi2
GCA_003595505.1,2393899,CP014387.1,Dodola,defensefinder,2395827,Dodola,Unknown,Dodola
GCA_003609855.1,44931,AP017922.1,RM_Type_IV,defensefinder,47665,RM,RM,RM IV
GCA_003609855.1,24952,AP017923.1,RM_Type_IV,defensefinder,25557,RM,RM,RM IV
GCA_003609855.1,117443,AP017922.1,RosmerTA,defensefinder,119390,RosmerTA,TA,RosmerTA
GCA_003827735.1,35860,CP033505.1,RM_Type_I,defensefinder,40395,RM,RM,RM I
GCA_003827735.1,397844,CP033505.1,Abi2,defensefinder,398581,Abi2,Abi,Abi2
GCA_003827735.1,143802,CP033505.1,RosmerTA,defensefinder,145759,RosmerTA,TA,RosmerTA
GCA_003827835.1,883055,CP033506.1,Abi2,defensefinder,883666,Abi2,Abi,Abi2
GCA_003827835.1,145835,CP033506.1,RosmerTA,defensefinder,147792,RosmerTA,TA,RosmerTA
GCA_003827915.1,2416941,CP033865.1,RM_Type_IV,defensefinder,2419674,RM,RM,RM IV
GCA_003827915.1,2487091,CP033865.1,RosmerTA,defensefinder,2489039,RosmerTA,TA,RosmerTA
GCA_003855575.1,39747,CP034098.1,RM_Type_IV,defensefinder,42480,RM,RM,RM IV
GCA_003855575.1,109701,CP034098.1,RosmerTA,defensefinder,111649,RosmerTA,TA,RosmerTA
GCA_003944865.1,39621,CP034349.1,RM_Type_IV,defensefinder,42354,RM,RM,RM IV
GCA_003944865.1,109575,CP034349.1,RosmerTA,defensefinder,111523,RosmerTA,TA,RosmerTA
GCA_003955945.1,111719,CP034102.1,RosmerTA,defensefinder,113406,RosmerTA,TA,RosmerTA
GCA_003991015.1,1093991,CP029474.1,Abi2,defensefinder,1094929,Abi2,Abi,Abi2
GCA_003991015.1,844054,CP029474.1,RosmerTA,defensefinder,846002,RosmerTA,TA,RosmerTA
GCA_004001345.1,368477,AP018376.1,Abi2,defensefinder,369451,Abi2,Abi,Abi2
GCA_004001345.1,117971,AP018376.1,RosmerTA,defensefinder,119919,RosmerTA,TA,RosmerTA
GCA_004118995.1,1690254,CP035369.1,Abi2,defensefinder,1691192,Abi2,Abi,Abi2
GCA_004119935.1,408150,CP035415.1,Abi2,defensefinder,409088,Abi2,Abi,Abi2
GCA_004136235.1,2399666,CP030137.1,Abi2,defensefinder,2400604,Abi2,Abi,Abi2
GCA_004136255.1,64304,CP030138.1,RM_Type_IV,defensefinder,67037,RM,RM,RM IV
GCA_004136255.1,429745,CP030138.1,Abi2,defensefinder,430683,Abi2,Abi,Abi2
GCA_004136255.1,135541,CP030138.1,RosmerTA,defensefinder,137489,RosmerTA,TA,RosmerTA
GCA_004136655.1,2398937,CP030136.1,Abi2,defensefinder,2399875,Abi2,Abi,Abi2
GCA_004136655.1,54150,CP030136.1,Dodola,defensefinder,56019,Dodola,Unknown,Dodola
GCA_004136655.1,2650796,CP030136.1,RosmerTA,defensefinder,2652744,RosmerTA,TA,RosmerTA
GCA_004153345.1,455602,CP035670.1,CBASS_I,defensefinder,467972,CBASS,Abi,CBASS I
GCA_004153365.1,2548371,CP035671.1,Rst_DprA-PPRT,defensefinder,2550399,DprA-PRTase,Unknown,DprA-PRTase
GCA_004153365.1,1211721,CP035671.1,Abi2,defensefinder,1212659,Abi2,Abi,Abi2
GCA_004153365.1,2548371,CP035671.1,ShosTA,defensefinder,2550399,ShosTA,TA,ShosTA
GCA_004193875.1,365380,CP020957.1,Abi2,defensefinder,366318,Abi2,Abi,Abi2
GCA_004193895.1,407935,CP020959.1,Abi2,defensefinder,408873,Abi2,Abi,Abi2
GCA_004368035.1,395884,CP026646.1,Abi2,defensefinder,396858,Abi2,Abi,Abi2
GCA_004421085.1,39746,CP038021.1,RM_Type_IV,defensefinder,41446,RM,RM,RM IV
GCA_004421085.1,109941,CP038021.1,RosmerTA,defensefinder,111889,RosmerTA,TA,RosmerTA
GCA_004614295.1,389529,CP020956.1,Abi2,defensefinder,390467,Abi2,Abi,Abi2
GCA_004614295.1,53253,CP020956.1,Dodola,defensefinder,55122,Dodola,Unknown,Dodola
GCA_004614315.1,413937,CP020960.1,Abi2,defensefinder,414875,Abi2,Abi,Abi2
GCA_004771335.1,40289,CP038461.1,RM_Type_IV,defensefinder,43022,RM,RM,RM IV
GCA_004771335.1,110726,CP038461.1,RosmerTA,defensefinder,112413,RosmerTA,TA,RosmerTA
GCA_004771515.1,110243,CP038460.1,RosmerTA,defensefinder,111930,RosmerTA,TA,RosmerTA
GCA_004771975.1,1942635,CP038270.1,RM_Type_IIG,defensefinder,1944110,RM,RM,RM IIG
GCA_004771975.1,2189269,CP038270.1,Gabija,defensefinder,2193191,Gabija,Unknown,Gabija
GCA_004771975.1,125314,CP038270.1,RosmerTA,defensefinder,127261,RosmerTA,TA,RosmerTA
GCA_004772055.1,351171,CP038269.1,Abi2,defensefinder,352145,Abi2,Abi,Abi2
GCA_004772055.1,106024,CP038269.1,RosmerTA,defensefinder,107981,RosmerTA,TA,RosmerTA
GCA_004772055.1,1483603,CP038269.1,Shango,defensefinder,1491462,Shango,Unknown,Shango
GCA_004772175.1,405394,CP038268.1,Abi2,defensefinder,406368,Abi2,Abi,Abi2
GCA_004772175.1,112064,CP038268.1,RosmerTA,defensefinder,114011,RosmerTA,TA,RosmerTA
GCA_004772215.1,111464,CP038612.1,RosmerTA,defensefinder,113412,RosmerTA,TA,RosmerTA
GCA_004785995.1,404667,CP039156.1,Abi2,defensefinder,405605,Abi2,Abi,Abi2
GCA_004797195.1,125258,CP038819.1,RosmerTA,defensefinder,127205,RosmerTA,TA,RosmerTA
GCA_005153305.1,2321052,CP039848.1,Abi2,defensefinder,2321990,Abi2,Abi,Abi2
GCA_005153305.1,2574742,CP039848.1,RosmerTA,defensefinder,2576690,RosmerTA,TA,RosmerTA
GCA_005153985.1,2396998,CP039759.1,Abi2,defensefinder,2397936,Abi2,Abi,Abi2
GCA_005153985.1,6583,CP039759.1,Dodola,defensefinder,8452,Dodola,Unknown,Dodola
GCA_005153985.1,2647996,CP039759.1,RosmerTA,defensefinder,2649944,RosmerTA,TA,RosmerTA
GCA_005153985.1,2725293,CP039759.1,Dodola,defensefinder,2727162,Dodola,Unknown,Dodola
GCA_005707215.1,230,CP039162.1,CBASS_I,defensefinder,778,CBASS,Abi,CBASS I
GCA_005707215.1,327085,CP039162.1,Abi2,defensefinder,328023,Abi2,Abi,Abi2
GCA_005707335.1,1514912,CP039992.1,Shango,defensefinder,1523754,Shango,Unknown,Shango
GCA_005885975.1,388941,CP040560.1,Abi2,defensefinder,389879,Abi2,Abi,Abi2
GCA_005890015.1,77616,CP040622.1,RM_Type_IV,defensefinder,79316,RM,RM,RM IV
GCA_005890015.1,401065,CP040622.1,Abi2,defensefinder,402003,Abi2,Abi,Abi2
GCA_005890035.1,410872,CP040623.1,Abi2,defensefinder,411810,Abi2,Abi,Abi2
GCA_005890035.1,159910,CP040623.1,RosmerTA,defensefinder,161858,RosmerTA,TA,RosmerTA
GCA_005931035.2,1882905,CP040230.2,RosmerTA,defensefinder,1884853,RosmerTA,TA,RosmerTA
GCA_005931055.2,2531121,CP040233.2,RosmerTA,defensefinder,2533069,RosmerTA,TA,RosmerTA
GCA_005954685.1,410872,CP040665.1,Abi2,defensefinder,411810,Abi2,Abi,Abi2
GCA_005954685.1,159910,CP040665.1,RosmerTA,defensefinder,161858,RosmerTA,TA,RosmerTA
GCA_006088835.1,36314,CP029198.1,RM_Type_IIG,defensefinder,37867,RM,RM,RM IIG
GCA_006088835.1,438243,CP029198.1,Abi2,defensefinder,439181,Abi2,Abi,Abi2
GCA_006088835.1,186574,CP029198.1,RosmerTA,defensefinder,188522,RosmerTA,TA,RosmerTA
GCA_006094915.1,365185,CP035101.1,Abi2,defensefinder,366123,Abi2,Abi,Abi2
GCA_006158985.1,428242,CP040801.1,Abi2,defensefinder,429180,Abi2,Abi,Abi2
GCA_006158985.1,133967,CP040801.1,RosmerTA,defensefinder,135915,RosmerTA,TA,RosmerTA
GCA_006158985.1,1523191,CP040801.1,Shango,defensefinder,1531083,Shango,Unknown,Shango
GCA_006364675.1,1353816,CP040998.1,Abi2,defensefinder,1354754,Abi2,Abi,Abi2
GCA_006364775.1,32975,CP041010.1,Abi2,defensefinder,33913,Abi2,Abi,Abi2
GCA_007185035.1,468824,AP019751.1,Abi2,defensefinder,469816,Abi2,Abi,Abi2
GCA_007410625.1,77616,CP040625.1,RM_Type_IV,defensefinder,79316,RM,RM,RM IV
