start,defense_system,source,end,genome,seqid,system,class,original,defense_system2
2597708,RM_Type_IV,defensefinder,2599036,GCA_009931375.1,CP035900.1,RM,RM,RM_Type_IV,RM IV
2599048,RM_Type_IV,defensefinder,2601486,GCA_009931375.1,CP035900.1,RM,RM,RM_Type_IV,RM IV
3477199,SEFIR,defensefinder,3477957,GCA_012974245.1,CP052867.1,SEFIR,Unknown,SEFIR,SEFIR
3242200,RM_Type_II,defensefinder,3244676,GCA_012974245.1,CP052867.1,RM,RM,RM_Type_II,RM II
3255682,Septu,defensefinder,3258084,GCA_012974245.1,CP052867.1,Septu,Unknown,Septu,Septu
2428184,RosmerTA,defensefinder,2429871,GCA_012974245.1,CP052867.1,RosmerTA,TA,RosmerTA,RosmerTA
1152237,SEFIR,defensefinder,1152995,GCA_013122645.1,CP052132.1,SEFIR,Unknown,SEFIR,SEFIR
2568819,Lamassu-Fam,defensefinder,2574948,GCA_013122645.1,CP052132.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
760509,RM_Type_II,defensefinder,766385,GCA_013307145.1,CP021157.1,RM,RM,RM_Type_II,RM II
3447518,RM_Type_IV,defensefinder,3449956,GCA_013307145.1,CP021157.1,RM,RM,RM_Type_IV,RM IV
3218218,dCTPdeaminase,defensefinder,3219501,GCA_013307145.1,CP021157.1,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
774100,RosmerTA,defensefinder,775852,GCA_013307145.1,CP021157.1,RosmerTA,TA,RosmerTA,RosmerTA
132669,Menshen,defensefinder,135876,GCA_013307165.1,CP023205.1,Menshen,Unknown,Menshen,Menshen
1426333,SEFIR,defensefinder,1427091,GCA_016026055.1,CP065601.1,SEFIR,Unknown,SEFIR,SEFIR
1955624,RM_Type_II,defensefinder,1957719,GCA_016026055.1,CP065600.1,RM,RM,RM_Type_II,RM II
3345250,Lamassu-Fam,defensefinder,3348693,GCA_016026055.1,CP065601.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
3035,Lamassu-Fam,defensefinder,8804,GCA_016026055.1,CP065603.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2516186,RosmerTA,defensefinder,2517909,GCA_016026055.1,CP065601.1,RosmerTA,TA,RosmerTA,RosmerTA
3206088,SEFIR,defensefinder,3206846,GCA_016598875.1,CP066791.1,SEFIR,Unknown,SEFIR,SEFIR
2308741,RM_Type_II,defensefinder,2310836,GCA_016598875.1,CP066792.1,RM,RM,RM_Type_II,RM II
101966,Lamassu-Fam,defensefinder,107735,GCA_016598875.1,CP066789.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
1284500,Lamassu-Fam,defensefinder,1287943,GCA_016598875.1,CP066791.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2115272,RosmerTA,defensefinder,2116995,GCA_016598875.1,CP066791.1,RosmerTA,TA,RosmerTA,RosmerTA
34977,Retron_III,defensefinder,37634,GCA_000967305.2,CP013119.1,Retron,Retron,Retron_III,Retron III
169251,SEFIR,defensefinder,170003,GCA_000967305.2,CP013119.1,SEFIR,Unknown,SEFIR,SEFIR
12258,Lamassu-Fam,defensefinder,15714,GCA_000967305.2,CP013119.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2833262,Lamassu-Fam,defensefinder,2836985,GCA_000967305.2,CP013119.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2833262,AVAST_II,defensefinder,2836985,GCA_002205415.1,CP013119.1,AVAST,Unknown,AVAST_II,AVAST II
1608537,RM_Type_IV,defensefinder,1609721,GCA_002242175.1,CP021641.1,RM,RM,RM_Type_IV,RM IV
2090398,Azaca,defensefinder,2096546,GCA_002242175.1,CP021641.1,Azaca,Unknown,Azaca,Azaca
1408385,Dsr_I,defensefinder,1412221,GCA_002443155.1,CP023667.1,dsr,Abi,Dsr_I,dsr I
162974,RM_Type_IV,defensefinder,164158,GCA_003716855.1,CP032521.1,RM,RM,RM_Type_IV,RM IV
267990,RM_Type_IV,defensefinder,268370,GCA_003716855.1,CP032521.1,RM,RM,RM_Type_IV,RM IV
2683051,Dsr_I,defensefinder,2686887,GCA_003813085.1,CP033861.1,dsr,Abi,Dsr_I,dsr I
1444364,Menshen,defensefinder,1447643,GCA_004319585.1,CP036294.1,Menshen,Unknown,Menshen,Menshen
623264,RM_Type_IV,defensefinder,626637,GCA_005311025.1,CP031747.1,RM,RM,RM_Type_IV,RM IV
2285027,dCTPdeaminase,defensefinder,2286739,GCA_005311025.1,CP031747.1,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
646507,Menshen,defensefinder,649661,GCA_005311025.1,CP031747.1,Menshen,Unknown,Menshen,Menshen
1894596,RM_Type_II,defensefinder,1896559,GCA_009497775.1,CP031012.1,RM,RM,RM_Type_II,RM II
1764048,Nhi,defensefinder,1765850,GCA_009497775.1,CP031012.1,AbiO/Nhi,RM,Nhi,AbiO/Nhi
784418,RM_Type_IIG,defensefinder,788470,GCA_010092625.1,CP048039.1,RM,RM,RM_Type_IIG,RM IIG
3324845,Dsr_I,defensefinder,3328681,GCA_016128035.1,CP066058.1,dsr,Abi,Dsr_I,dsr I
3961195,Lamassu-Fam,defensefinder,3966675,GCA_016807785.1,CP023256.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2501373,RM_Type_II,defensefinder,2504212,GCA_022343965.1,CP092182.1,RM,RM,RM_Type_II,RM II
3805119,RM_Type_IIG,defensefinder,3808139,GCA_022343965.1,CP092182.1,RM,RM,RM_Type_IIG,RM IIG
3676974,Gao_Ape,defensefinder,3678800,GCA_000746565.1,CM002881.1,ApeA,Unknown,Gao_Ape,ApeA
844863,Mokosh_TypeI,defensefinder,853814,GCA_000829175.1,AP014582.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2880620,Mokosh_TypeI,defensefinder,2890618,GCA_000829175.1,AP014582.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2956720,RosmerTA,defensefinder,2958584,GCA_001559055.2,CP014013.2,RosmerTA,TA,RosmerTA,RosmerTA
2953267,RM_Type_III,defensefinder,2957991,GCA_001704355.1,CP016431.1,RM,RM,RM_Type_III,RM III
2462853,Mokosh_TypeI,defensefinder,2473000,GCA_001704355.1,CP016431.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2531882,Mokosh_TypeI,defensefinder,2541881,GCA_002859225.1,CP018761.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2506338,Mokosh_TypeI,defensefinder,2516337,GCA_003184465.1,CP020818.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2535192,Mokosh_TypeI,defensefinder,2545190,GCA_003184485.1,CP020819.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2576532,Mokosh_TypeI,defensefinder,2586530,GCA_003186185.1,CP020649.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2532799,Mokosh_TypeI,defensefinder,2542797,GCA_003186205.1,CP020650.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2522798,Mokosh_TypeI,defensefinder,2532797,GCA_003186595.1,CP020645.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2537159,Mokosh_TypeI,defensefinder,2547157,GCA_003186685.1,CP020651.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2273442,Mokosh_TypeI,defensefinder,2283440,GCA_003443855.2,CP022962.2,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2522896,Mokosh_TypeI,defensefinder,2532894,GCA_004006735.1,CP024171.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2602997,Mokosh_TypeI,defensefinder,2612996,GCA_004006815.1,CP024175.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2961004,RosmerTA,defensefinder,2962868,GCA_004006815.1,CP024175.1,RosmerTA,TA,RosmerTA,RosmerTA
840477,Mokosh_TypeI,defensefinder,846266,GCA_004006935.1,CP024173.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2519150,Mokosh_TypeI,defensefinder,2529148,GCA_004006935.1,CP024173.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2957161,RM_Type_III,defensefinder,2961885,GCA_004008095.1,CP025069.1,RM,RM,RM_Type_III,RM III
2466760,Mokosh_TypeI,defensefinder,2476907,GCA_004008095.1,CP025069.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2522925,Mokosh_TypeI,defensefinder,2532923,GCA_004634565.1,CP019934.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
699782,RM_Type_II,defensefinder,705917,GCA_008693665.1,CP044089.1,RM,RM,RM_Type_II,RM II
3812896,Mokosh_TypeI,defensefinder,3822895,GCA_008693665.1,CP044089.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3166730,RM_Type_II,defensefinder,3172865,GCA_012273255.1,CP050967.1,RM,RM,RM_Type_II,RM II
59493,Mokosh_TypeI,defensefinder,69492,GCA_012273255.1,CP050967.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2097404,Dsr_I,defensefinder,2101240,GCA_900636925.1,LR134326.1,dsr,Abi,Dsr_I,dsr I
2607266,Mokosh_TypeI,defensefinder,2617264,GCA_900636925.1,LR134326.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
4306788,Mokosh_TypeI,defensefinder,4315738,GCA_900636925.1,LR134326.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1715588,Mokosh_TypeI,defensefinder,1725586,GCA_900637995.1,LR134480.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2869926,Mokosh_TypeI,defensefinder,2879842,GCA_002859965.1,CP018897.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3385973,RM_Type_IIG,defensefinder,3387796,GCA_004323615.2,AP019378.2,RM,RM,RM_Type_IIG,RM IIG
1786220,Mokosh_TypeI,defensefinder,1796136,GCA_012974185.1,CP052850.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1788291,Mokosh_TypeI,defensefinder,1798207,GCA_012974225.1,CP052851.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3385880,RM_Type_IIG,defensefinder,3387703,GCA_900475845.1,LS483424.1,RM,RM,RM_Type_IIG,RM IIG
2421015,RM_Type_IIG,defensefinder,2422838,GCA_900636935.1,LR134329.1,RM,RM,RM_Type_IIG,RM IIG
1436611,RM_Type_IIG,defensefinder,1438434,GCA_901482575.1,LR590480.1,RM,RM,RM_Type_IIG,RM IIG
2991767,Mokosh_TypeI,defensefinder,3001713,GCA_001013565.1,LN849008.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1103061,Mokosh_TypeI,defensefinder,1113007,GCA_001307525.1,CP011400.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2652262,Mokosh_TypeI,defensefinder,2662208,GCA_001307565.1,CP011401.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2660006,Mokosh_TypeI,defensefinder,2669952,GCA_001307585.1,CP011440.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2657939,Mokosh_TypeI,defensefinder,2667885,GCA_001307605.1,CP011441.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1388126,Mokosh_TypeI,defensefinder,1398072,GCA_001307625.1,CP011442.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2658985,Mokosh_TypeI,defensefinder,2668931,GCA_001307645.1,CP011443.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1386614,Mokosh_TypeI,defensefinder,1396560,GCA_001307665.1,CP011444.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1387677,Mokosh_TypeI,defensefinder,1397623,GCA_001307685.1,CP011445.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1386631,Mokosh_TypeI,defensefinder,1396577,GCA_001307705.1,CP011446.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1388736,Mokosh_TypeI,defensefinder,1398682,GCA_001307725.1,CP011447.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1387677,Mokosh_TypeI,defensefinder,1397623,GCA_001307745.1,CP011448.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2660020,Mokosh_TypeI,defensefinder,2669966,GCA_001509895.1,CP010965.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1387678,Mokosh_TypeI,defensefinder,1397624,GCA_001509915.1,CP010966.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1387675,Mokosh_TypeI,defensefinder,1397621,GCA_001605035.1,CP010838.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2681937,Mokosh_TypeI,defensefinder,2691883,GCA_001605055.1,CP010839.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2658971,Mokosh_TypeI,defensefinder,2668917,GCA_001605075.1,CP010840.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2660019,Mokosh_TypeI,defensefinder,2669965,GCA_001605095.1,CP010841.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2680890,Mokosh_TypeI,defensefinder,2690836,GCA_001605115.1,CP010844.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2416500,Mokosh_TypeI,defensefinder,2426446,GCA_001605135.1,CP010961.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2628868,Mokosh_TypeI,defensefinder,2638814,GCA_001605155.1,CP010962.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2661044,Mokosh_TypeI,defensefinder,2670990,GCA_001605175.1,CP010842.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2678798,Mokosh_TypeI,defensefinder,2688744,GCA_001605195.1,CP010843.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1432950,Mokosh_TypeI,defensefinder,1442896,GCA_001605215.1,CP010845.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1415105,Mokosh_TypeI,defensefinder,1425051,GCA_001605235.1,CP010846.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2628888,Mokosh_TypeI,defensefinder,2638834,GCA_001605255.1,CP010847.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2901539,Mokosh_TypeI,defensefinder,2911485,GCA_001605275.1,CP010963.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1418376,Mokosh_TypeI,defensefinder,1428322,GCA_001605295.1,CP010964.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2657940,Mokosh_TypeI,defensefinder,2667886,GCA_001605345.1,CP010249.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2658357,Mokosh_TypeI,defensefinder,2668303,GCA_001605365.1,CP010250.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1386630,Mokosh_TypeI,defensefinder,1396576,GCA_001605385.1,CP010251.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2661091,Mokosh_TypeI,defensefinder,2671037,GCA_001605405.1,CP010252.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2661088,Mokosh_TypeI,defensefinder,2671034,GCA_001605425.1,CP010253.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2627835,Mokosh_TypeI,defensefinder,2637781,GCA_001605445.1,CP010254.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2628889,Mokosh_TypeI,defensefinder,2638835,GCA_001605465.1,CP010255.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2629940,Mokosh_TypeI,defensefinder,2639886,GCA_001605485.1,CP010256.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2628888,Mokosh_TypeI,defensefinder,2638834,GCA_001605505.1,CP010257.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2680897,Mokosh_TypeI,defensefinder,2690843,GCA_001605525.1,CP010258.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1386631,Mokosh_TypeI,defensefinder,1396577,GCA_001605545.1,CP010259.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2628888,Mokosh_TypeI,defensefinder,2638834,GCA_001605565.1,CP010260.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1386907,Mokosh_TypeI,defensefinder,1396853,GCA_001605585.1,CP010261.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1386907,Mokosh_TypeI,defensefinder,1396853,GCA_001605605.1,CP010262.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1386627,Mokosh_TypeI,defensefinder,1396573,GCA_001605625.1,CP010263.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1385578,Mokosh_TypeI,defensefinder,1395524,GCA_001605645.1,CP010264.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2659146,Mokosh_TypeI,defensefinder,2669092,GCA_001605665.1,CP010265.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2683001,Mokosh_TypeI,defensefinder,2692947,GCA_001605685.1,CP010266.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1570522,Mokosh_TypeI,defensefinder,1580468,GCA_001605705.1,CP010347.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1709176,Mokosh_TypeI,defensefinder,1719122,GCA_001628735.1,CP011255.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3009322,Mokosh_TypeI,defensefinder,3019268,GCA_001686365.1,CP015761.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1537524,Mokosh_TypeI,defensefinder,1547469,GCA_001686405.1,CP015759.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2632421,Mokosh_TypeI,defensefinder,2642367,GCA_001686425.1,CP015760.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1385564,Mokosh_TypeI,defensefinder,1395510,GCA_001686445.1,CP015762.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3955266,Mokosh_TypeI,defensefinder,3965212,GCA_001686465.1,CP015763.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
420410,Mokosh_TypeI,defensefinder,430356,GCA_001686485.1,CP015764.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1630208,Mokosh_TypeI,defensefinder,1640154,GCA_001686505.1,CP015765.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2409708,Mokosh_TypeI,defensefinder,2419654,GCA_001686545.1,CP015767.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1182053,Mokosh_TypeI,defensefinder,1191999,GCA_001686565.1,CP015768.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1644682,Mokosh_TypeI,defensefinder,1654628,GCA_001686585.1,CP015769.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1643526,Mokosh_TypeI,defensefinder,1653472,GCA_001686605.1,CP015770.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1492814,Mokosh_TypeI,defensefinder,1502760,GCA_001686625.1,CP015771.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1250693,Mokosh_TypeI,defensefinder,1260639,GCA_001687385.1,CP012128.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1389783,Mokosh_TypeI,defensefinder,1399729,GCA_001687405.1,CP016338.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1389785,Mokosh_TypeI,defensefinder,1399731,GCA_001831395.1,CP017402.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2801735,Mokosh_TypeI,defensefinder,2811681,GCA_001831415.1,CP017403.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1391729,Mokosh_TypeI,defensefinder,1401675,GCA_001831435.1,CP017404.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1520707,Mokosh_TypeI,defensefinder,1530653,GCA_001831435.1,CP017404.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1391732,Mokosh_TypeI,defensefinder,1401678,GCA_001831455.1,CP017405.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1520710,Mokosh_TypeI,defensefinder,1530656,GCA_001831455.1,CP017405.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1649688,Mokosh_TypeI,defensefinder,1659634,GCA_001831455.1,CP017405.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1388724,Mokosh_TypeI,defensefinder,1398670,GCA_001984925.1,CP011167.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1382583,Mokosh_TypeI,defensefinder,1392529,GCA_001984945.1,CP011168.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2654731,Mokosh_TypeI,defensefinder,2664677,GCA_001984965.1,CP011169.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1386626,Mokosh_TypeI,defensefinder,1396572,GCA_001984985.1,CP011170.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2657944,Mokosh_TypeI,defensefinder,2667890,GCA_001985005.1,CP011171.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2655832,Mokosh_TypeI,defensefinder,2665778,GCA_001985025.1,CP011172.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2655263,Mokosh_TypeI,defensefinder,2665209,GCA_001985045.1,CP011173.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2656885,Mokosh_TypeI,defensefinder,2666831,GCA_001985065.1,CP011174.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1374079,Mokosh_TypeI,defensefinder,1384025,GCA_001985085.1,CP011175.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1385575,Mokosh_TypeI,defensefinder,1395521,GCA_001985105.1,CP011176.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1389281,Mokosh_TypeI,defensefinder,1399227,GCA_001985125.1,CP011177.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2657971,Mokosh_TypeI,defensefinder,2667917,GCA_001985145.1,CP011178.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2656852,Mokosh_TypeI,defensefinder,2666798,GCA_001985165.1,CP011179.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2657953,Mokosh_TypeI,defensefinder,2667899,GCA_001985185.1,CP011180.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1386627,Mokosh_TypeI,defensefinder,1396573,GCA_001985205.1,CP011181.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2660032,Mokosh_TypeI,defensefinder,2669978,GCA_001985225.1,CP011182.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2656292,Mokosh_TypeI,defensefinder,2666238,GCA_001985245.1,CP011183.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2661040,Mokosh_TypeI,defensefinder,2670986,GCA_001985265.1,CP011184.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2657326,Mokosh_TypeI,defensefinder,2667272,GCA_001985285.1,CP011185.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2629936,Mokosh_TypeI,defensefinder,2639882,GCA_001985305.1,CP011186.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2660021,Mokosh_TypeI,defensefinder,2669967,GCA_001985325.1,CP011187.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2660044,Mokosh_TypeI,defensefinder,2669990,GCA_001985345.1,CP011188.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2629937,Mokosh_TypeI,defensefinder,2639883,GCA_001985365.1,CP011189.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1890513,Mokosh_TypeI,defensefinder,1900459,GCA_001985385.1,CP011190.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1386626,Mokosh_TypeI,defensefinder,1396572,GCA_001985405.1,CP011191.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1385580,Mokosh_TypeI,defensefinder,1395526,GCA_001985425.1,CP011192.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1316863,Mokosh_TypeI,defensefinder,1326809,GCA_001985445.1,CP011193.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2677756,Mokosh_TypeI,defensefinder,2687702,GCA_001985465.1,CP011194.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1384810,Mokosh_TypeI,defensefinder,1394756,GCA_001985485.1,CP011195.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2628889,Mokosh_TypeI,defensefinder,2638835,GCA_001985505.1,CP011196.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2680897,Mokosh_TypeI,defensefinder,2690843,GCA_001985525.1,CP011197.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2661088,Mokosh_TypeI,defensefinder,2671034,GCA_001985545.1,CP011198.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1385858,Mokosh_TypeI,defensefinder,1395804,GCA_001985565.1,CP011199.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2680350,Mokosh_TypeI,defensefinder,2690296,GCA_001985585.1,CP011200.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2629950,Mokosh_TypeI,defensefinder,2639896,GCA_001985605.1,CP011201.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2629941,Mokosh_TypeI,defensefinder,2639887,GCA_001985625.1,CP011202.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2628910,Mokosh_TypeI,defensefinder,2638856,GCA_001985645.1,CP011203.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2716636,Mokosh_TypeI,defensefinder,2726582,GCA_001985665.1,CP011204.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1386629,Mokosh_TypeI,defensefinder,1396575,GCA_001985685.1,CP011205.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1386630,Mokosh_TypeI,defensefinder,1396576,GCA_001985705.1,CP011206.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1387727,Mokosh_TypeI,defensefinder,1397673,GCA_001985725.1,CP011207.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1386611,Mokosh_TypeI,defensefinder,1396557,GCA_001985745.1,CP011208.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2655841,Mokosh_TypeI,defensefinder,2665787,GCA_001985765.1,CP012078.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1386624,Mokosh_TypeI,defensefinder,1396570,GCA_001985785.1,CP012079.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1385581,Mokosh_TypeI,defensefinder,1395527,GCA_001985805.1,CP012080.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1387961,Mokosh_TypeI,defensefinder,1397907,GCA_001985825.1,CP012081.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1388731,Mokosh_TypeI,defensefinder,1398677,GCA_001985845.1,CP012082.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2663185,Mokosh_TypeI,defensefinder,2673131,GCA_001985865.1,CP012083.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1474754,Mokosh_TypeI,defensefinder,1484700,GCA_001985885.1,CP012084.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2629886,Mokosh_TypeI,defensefinder,2639832,GCA_001985905.1,CP012085.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2627839,Mokosh_TypeI,defensefinder,2637785,GCA_001985925.1,CP012086.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2628900,Mokosh_TypeI,defensefinder,2638846,GCA_001985945.1,CP012087.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2626784,Mokosh_TypeI,defensefinder,2636730,GCA_001985965.1,CP012088.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
